rank,personName,age,country,source,industries,title,finalWorth,gender,birthDate
1545,Alexander Skorobogatko,56,Russia,"Real estate, airport",['Logistics'],,2100.0,M,-71625600000
1545,Zakhar Smushkin,62,Russia,"Pulp and paper, diversified",['Diversified'],,2100.0,M,-250560000000
1545,Zygmunt Solorz,67,Poland,TV broadcasting,['Media & Entertainment'],,2100.0,M,-423187200000
1545,Peter Sondakh,74,Indonesia,Investments,['Finance & Investments'],,2100.0,M,-626313600000
1545,Elizabeth Sy,71,Philippines,Diversified,['Diversified'],,2100.0,F,-554947200000
1545,Katsumi Tada,78,Japan,Real estate,['Real Estate'],,2100.0,M,-772329600000
1545,Hermanto Tanoko,61,Indonesia,Paints,['Manufacturing'],,2100.0,M,-230083200000
1545,Wichai Thongtang,77,Thailand,Investments,['Finance & Investments'],,2100.0,M,-725846400000
1545,Ion Tiriac,84,Romania,"Banking, insurance",['Finance & Investments'],,2100.0,M,-967248000000
1545,Jonathan Tisch,70,United States,"Loews, New York Giants",['Diversified'],,2100.0,M,-507081600000
1545,Barbara Tyson,75,United States,Food processing,['Food & Beverage'],,2100.0,F,-657158400000
1545,Vardis Vardinoyannis & family,91,Greece,Oil and gas,['Energy'],,2100.0,M,-1167609600000
1545,Jitendra Virwani,58,India,Real estate,['Real Estate'],,2100.0,M,-122083200000
1545,Hope Welker,38,United States,Mining,['Metals & Mining'],,2100.0,F,492739200000
1545,Elaine Wynn,81,United States,"Casinos, hotels",['Gambling & Casinos'],Board Member,2100.0,F,-873504000000
1545,Tony Xu,39,United States,food delivery service,['Technology'],,2100.0,M,464486400000
1545,George Yancopoulos,64,United States,Pharmaceuticals,['Healthcare'],,2100.0,M,-325382400000
1545,Steven Meng Yang & family,41,China,Electronics,['Technology'],,2100.0,M,389059200000
1545,Clayton Zekelman,55,Canada,Steel,['Manufacturing'],,2100.0,M,-31536000000
1545,Zhou Hongyi,53,China,Security software,['Technology'],,2100.0,M,23587200000
1545,Zhu Zhaojiang,50,China,Smartphones,['Manufacturing'],,2100.0,M,126230400000
1545,Boris Zingarevich,64,Russia,"Pulp and paper, diversified",['Diversified'],,2100.0,M,-330912000000
1623,A. Jayson Adair,54,United States,Damaged cars,['Automotive'],,2000.0,M,-6652800000
1623,Amy Adams Strunk,68,United States,Tennessee Titans,['Sports'],Owner,2000.0,F,-449971200000
1623,Will Adderley,52,United Kingdom,Home furnishings,['Fashion & Retail'],,2000.0,M,68515200000
1623,David Adelman,52,United States,"Real estate, asset management",['Real Estate'],,2000.0,M,69120000000
1623,Michael Ashcroft,78,Turks and Caicos Islands,Security,['Finance & Investments'],,2000.0,M,-757382400000
1623,Joseph Bae,52,United States,Private equity,['Finance & Investments'],,2000.0,M,64022400000
1623,Travis Boersma,53,United States,Coffee,['Food & Beverage'],,2000.0,M,31536000000
1623,"Howard Butt, III. & family",71,United States,Supermarkets,['Fashion & Retail'],,2000.0,M,-559958400000
1623,Stephen Butt & family,68,,Supermarkets,['Fashion & Retail'],,2000.0,M,-461030400000
1623,Cai Huabo,48,China,Electronics,['Technology'],,2000.0,M,189302400000
1623,Jeffrey Cheah,79,Malaysia,"Property, healthcare",['Real Estate'],,2000.0,M,-781315200000
1623,Gary Chouest & family,79,United States,Shipping,['Logistics'],,2000.0,M,-802483200000
1623,Marcelo Claure,53,United States,Cell phone distribution,['Telecom'],,2000.0,M,29548800000
1623,Larry Connor & family,74,United States,Real estate,['Real Estate'],,2000.0,M,-630633600000
1623,Parker Conrad,43,United States,Software,['Technology'],,2000.0,M,324432000000
1623,Tim Cook,63,United States,Apple,['Technology'],CEO,2000.0,M,-289267200000
1623,Alexandra Daitch,61,United States,Cargill,['Food & Beverage'],,2000.0,F,-220924800000
1623,Tim Draper,65,United States,cryptocurrency,['Finance & Investments'],,2000.0,M,-364780800000
1623,Christopher Goldsbury,81,United States,Salsa,['Food & Beverage'],Chief Executive Officer,2000.0,M,-852076800000
1623,Esther Grether,88,Switzerland,Art collection,['Fashion & Retail'],,2000.0,F,-1073001600000
1623,Cynthia Helena Grossman Fleishman,69,Mexico,Arca Continental,['Food & Beverage'],,2000.0,F,-485049600000
1623,Huang Yi,62,China,Car dealerships,['Automotive'],,2000.0,M,-252460800000
1623,Conni Jonsson,63,Sweden,Asset management,['Finance & Investments'],,2000.0,M,-298684800000
1623,David Kaplan,56,United States,Finance,['Finance & Investments'],,2000.0,M,-73958400000
1623,Eugene Kaspersky,58,Russia,Software,['Technology'],,2000.0,M,-133920000000
1623,Kim Jun-ki,79,South Korea,Diversified,['Diversified'],,2000.0,M,-791337600000
1623,William Koch,83,United States,"Oil, investments",['Energy'],,2000.0,M,-936144000000
1623,Koo Kwang-mo,46,South Korea,LG,['Diversified'],,2000.0,M,254361600000
1623,Mustafa Kucuk,60,Turkey,Fashion retail,['Fashion & Retail'],,2000.0,M,-207705600000
1623,Dominika Kulczyk,46,United Kingdom,Diversified,['Finance & Investments'],,2000.0,F,239068800000
1623,Edward Lampert,61,United States,Sears,['Finance & Investments'],Founder,2000.0,M,-235267200000
1623,Li Liufa & family,66,China,"steel, diversified",['Diversified'],,2000.0,M,-397180800000
1623,David Lichtenstein,62,United States,Real estate,['Real Estate'],,2000.0,M,-256003200000
1623,Lin Xiucheng & family,68,China,Electronics,['Technology'],,2000.0,M,-449020800000
1623,Marc Lipschultz,55,United States,Private equity,['Finance & Investments'],,2000.0,M,-29462400000
1623,Edir Macedo & family,79,United States,broadcasting,['Media & Entertainment'],,2000.0,M,-788918400000
1623,Sarah MacMillan,70,United States,Cargill,['Food & Beverage'],,2000.0,F,-504921600000
1623,Roberto Irineu Marinho,76,Brazil,Media,['Media & Entertainment'],,2000.0,M,-701222400000
1623,Craig McCaw,74,United States,Telecom,['Telecom'],,2000.0,M,-643507200000
1623,David Mindus,52,Sweden,Real estate,['Real Estate'],,2000.0,M,65232000000
1623,Kabir Mulchandani,51,United Arab Emirates,Real estate,['Real Estate'],,2000.0,M,87177600000
1623,Simon Nixon,56,United Kingdom,Price comparison website,['Technology'],,2000.0,M,-76377600000
1623,Stephen Orenstein & family,60,Germany,Supply chain services,['Diversified'],,2000.0,M,-189734400000
1623,Dragos Paval,57,Romania,Retail,['Fashion & Retail'],,2000.0,M,-111369600000
1623,Victor Pinchuk,63,Ukraine,"Steel pipes, diversified",['Metals & Mining'],,2000.0,M,-285552000000
1623,Alexander Ponomarenko,59,Russia,"Real estate, airport",['Logistics'],,2000.0,M,-163468800000
1623,Linda Pritzker,70,United States,"Hotels, investments",['Service'],,2000.0,F,-514339200000
1623,M.Satyanarayana Reddy,66,India,Pharmaceuticals,['Healthcare'],,2000.0,M,-400982400000
1623,Brian Roberts,64,United States,Comcast,['Media & Entertainment'],CEO,2000.0,M,-331776000000
1623,Raj Sardana,64,United States,Technology services,['Technology'],,2000.0,M,-309830400000
1623,S.D. Shibulal,69,India,Software services,['Technology'],,2000.0,M,-468288000000
1623,Ben Silbermann,41,United States,Social media,['Media & Entertainment'],Cofounder,2000.0,M,395452800000
1623,Abhay Soi,50,India,Healthcare,['Healthcare'],,2000.0,M,114566400000
1623,Thomas Steyer,66,United States,Hedge funds,['Finance & Investments'],,2000.0,M,-394934400000
1623,Lucy Stitzer,64,United States,Cargill,['Food & Beverage'],,2000.0,F,-315619200000
1623,Henry Swieca,66,United States,Hedge funds,['Finance & Investments'],Founder,2000.0,M,-399168000000
1623,Andrew Tan,72,Philippines,Diversified,['Diversified'],,2000.0,M,-565401600000
1623,Masateru Uno & family,77,Japan,Drugstores,['Fashion & Retail'],,2000.0,M,-722736000000
1623,Pieter van der Does,54,Netherlands,Payments software,['Technology'],,2000.0,M,-21168000000
1623,Sandro Veronesi & family,64,Italy,Fashion,['Fashion & Retail'],,2000.0,M,-322099200000
1623,Wang Changtian,58,China,"TV, movie production",['Media & Entertainment'],,2000.0,M,-147830400000
1623,Charlotte Colket Weber,81,United States,Campbell Soup,['Food & Beverage'],Director,2000.0,F,-855792000000
1623,Tom Werner,73,United States,Sports teams,['Sports'],,2000.0,M,-622425600000
1623,Dan Wilks,67,United States,Natural gas,['Energy'],,2000.0,M,-428889600000
1623,Wong Luen Hei,62,Hong Kong,Building materials,['Manufacturing'],,2000.0,M,-252460800000
1623,Wong Man Li,59,Hong Kong,Furniture,['Manufacturing'],,2000.0,M,-154137600000
1623,Thomas Wu,73,Taiwan,Finance,['Finance & Investments'],,2000.0,M,-622512000000
1623,Amy Wyss,53,United States,Medical equipment,['Healthcare'],,2000.0,F,31536000000
1623,Ales Zavoral,47,,E-commerce,['Fashion & Retail'],,2000.0,M,214963200000
1623,Oren Zeev,59,United States,Investments,['Finance & Investments'],,2000.0,M,-166406400000
1623,Zhao Tao,58,China,Pharmaceuticals,['Healthcare'],,2000.0,M,-126230400000
1694,John Abele,87,United States,Healthcare,['Healthcare'],,1900.0,M,-1038614400000
1694,Rajendra Agarwal,65,India,Pharmaceuticals,['Healthcare'],,1900.0,M,-342403200000
1694,Leslie Alexander,80,United States,Sports team,['Sports'],,1900.0,M,-836524800000
1694,Marc Andreessen,52,United States,Venture capital investing,['Finance & Investments'],Investor,1900.0,M,
1694,Michael Arougheti,51,United States,Finance,['Finance & Investments'],,1900.0,M,87523200000
1694,Sezai Bacaksiz,74,Turkey,Diversified,['Diversified'],,1900.0,M,-644803200000
1694,Banwari Lal Bawri,71,India,Pharmaceuticals,['Healthcare'],,1900.0,M,-528595200000
1694,Girdhari Lal Bawri,76,India,Pharmaceuticals,['Healthcare'],,1900.0,M,-707356800000
1694,Alex Beard,56,United Kingdom,"Mining, commodities",['Metals & Mining'],,1900.0,M,-76204800000
1694,Zadik Bino & family,80,Israel,"Banking, oil",['Diversified'],,1900.0,M,-820540800000
1694,Alex Birkenstock,55,,Shoes,['Fashion & Retail'],,1900.0,M,-35337600000
1694,Samuel Chen,74,,Investments,['Finance & Investments'],,1900.0,M,-631152000000
1694,Chi Yufeng,53,China,Software,['Technology'],,1900.0,M,31536000000
1694,Chow Shing Yuk,46,Hong Kong,Logistics,['Logistics'],,1900.0,M,252460800000
1694,Chu Lam Yiu,54,Hong Kong,Flavorings,['Manufacturing'],,1900.0,F,-2678400000
1694,Mark Coombs,63,United Kingdom,Finance,['Finance & Investments'],,1900.0,M,-283996800000
1694,Rubén Coppel Luken,73,Mexico,Diversified,['Fashion & Retail'],,1900.0,M,-621907200000
1694,Ana Lucia de Mattos Barretto Villela,50,Brazil,Banking,['Finance & Investments'],,1900.0,F,120355200000
1694,Sefik Yilmaz Dizdar,86,Turkey,Fashion retail,['Fashion & Retail'],,1900.0,M,-1003449600000
1694,Dong Wei,53,China,Pharmaceuticals,['Healthcare'],,1900.0,M,31536000000
1694,Keith Dunleavy & family,54,United States,Health IT,['Healthcare'],,1900.0,M,-16416000000
1694,Vladislav Filev & family,60,Russia,Airlines,['Service'],,1900.0,M,-200016000000
1694,Jayme Garfinkel & family,78,Brazil,Insurance,['Finance & Investments'],,1900.0,M,-760147200000
1694,Mario Germano Giuliani,52,Monaco,Pharmaceuticals,['Healthcare'],,1900.0,M,67910400000
1694,John Goff,68,United States,Real estate,['Real Estate'],,1900.0,M,-452908800000
1694,Anthony Hall,68,Australia,Technology,['Technology'],,1900.0,M,-458092800000
1694,Jay Hennick,67,Canada,Real estate finance,['Finance & Investments'],,1900.0,M,-408585600000
1694,Ilkka Herlin,65,Finland,"Elevators, escalators",['Manufacturing'],,1900.0,M,-347155200000
1694,Roberto Hernandez Ramirez,82,Mexico,"Banking, investments",['Finance & Investments'],,1900.0,M,-876528000000
1694,Hou Juncheng,59,China,Cosmetics,['Healthcare'],,1900.0,M,-159062400000
1694,Huang Zhenda & family,76,China,Construction,['Construction & Engineering'],,1900.0,M,-704851200000
1694,Jared Isaacman,41,United States,Payment processing,['Technology'],,1900.0,M,413769600000
1694,Hal Jackman,91,Canada,"Insurance, investments",['Finance & Investments'],,1900.0,M,-1185321600000
1694,Sergei Katsiev,66,Russia,"Retail, wholesale",['Fashion & Retail'],,1900.0,M,-377827200000
1694,Marc Lasry,63,United States,Hedge funds,['Finance & Investments'],Founder,1900.0,M,-292636800000
1694,Peter Leibinger,57,Germany,Machine tools,['Manufacturing'],,1900.0,M,-94694400000
1694,Regine Leibinger,61,Germany,Machine tools,['Manufacturing'],,1900.0,F,-220924800000
1694,Nicola Leibinger-Kammueller,64,Germany,Manufacturing,['Manufacturing'],,1900.0,F,-317088000000
1694,James Leininger,79,United States,Medical products,['Healthcare'],,1900.0,M,-781315200000
1694,Li Li,58,China,Healthcare,['Healthcare'],,1900.0,M,-136771200000
1694,Peter Lim,70,Singapore,Investments,['Finance & Investments'],,1900.0,M,-523411200000
1694,Max Lytvyn,44,United States,Software,['Technology'],,1900.0,M,315532800000
1694,Rubens Menin Teixeira de Souza,68,Brazil,"home building, banking",['Diversified'],,1900.0,M,-435715200000
1694,Robert G. Miller,78,Canada,Electronics components,['Technology'],Founder,1900.0,M,-773107200000
1694,Massimo Moratti,78,Italy,Oil refinery,['Energy'],,1900.0,M,-777254400000
1694,Oei Hong Leong,76,Singapore,Investments,['Finance & Investments'],,1900.0,M,-687398400000
1694,Liora Ofer,70,Israel,Investments,['Finance & Investments'],,1900.0,F,-505785600000
1694,Stefan Olsson,75,United Kingdom,Diversified,['Diversified'],,1900.0,M,-662688000000
1694,Rubens Ometto Silveira Mello,74,Brazil,"Sugar, ethanol",['Energy'],,1900.0,M,-631152000000
1694,Nihat Ozdemir,73,Turkey,Diversified,['Diversified'],,1900.0,M,-623030400000
1694,Pierre Karl Péladeau,62,Canada,Media,['Media & Entertainment'],,1900.0,M,-259113600000
1694,Heloise Pratt,61,Australia,"Manufacturing, investment",['Manufacturing'],,1900.0,F,-230428800000
1694,Manoj Punjabi,51,Indonesia,Movies,['Media & Entertainment'],,1900.0,M,92534400000
1694,Qiu Wensheng,51,China,Manufacturing,['Manufacturing'],,1900.0,M,94694400000
1694,Duke Reyes,67,United States,Beer distribution,['Food & Beverage'],,1900.0,M,-403228800000
1694,Shunsaku Sagami,33,Japan,M&A brokerage,['Finance & Investments'],,1900.0,M,667440000000
1694,Devi Shetty,71,India,Healthcare,['Healthcare'],,1900.0,M,-536457600000
1694,Alex Shevchenko,44,United States,Software,['Technology'],,1900.0,M,315532800000
1694,Bambang Sutantio,65,Indonesia,Dairy & consumer products,['Food & Beverage'],,1900.0,M,-347673600000
1694,Mehmet Sinan & Family Tara,65,Turkey,Construction,['Construction & Engineering'],,1900.0,M,-366336000000
1694,Terry Taylor,73,United States,Car dealerships,['Automotive'],,1900.0,M,-591840000000
1694,Riaz Valani,47,United States,E-cigarettes,['Finance & Investments'],,1900.0,M,210384000000
1694,Todd Wagner,63,United States,Online media,['Media & Entertainment'],,1900.0,M,-297129600000
1694,Wei Ing-Chou,70,China,"Food, beverages",['Food & Beverage'],,1900.0,M,-520819200000
1694,Farris Wilks,72,United States,Natural gas,['Energy'],,1900.0,M,-564710400000
1694,Evan Williams,52,United States,Twitter,['Technology'],Cofounder and Director,1900.0,M,70848000000
1694,Wu Li-gann,83,Taiwan,Electronic components,['Manufacturing'],,1900.0,M,-915148800000
1694,Wu Shaoxun,68,China,Wine,['Food & Beverage'],,1900.0,M,-441849600000
1694,Xu Jinfu & family,60,China,Chemicals,['Manufacturing'],,1900.0,M,-189388800000
1694,Gavril Yushvaev & family,66,Israel,"Precious metals, real estate",['Finance & Investments'],,1900.0,M,-392688000000
1764,Hamad bin Jassim bin Jaber Al Thani,64,Qatar,Investments,['Finance & Investments'],,1800.0,M,-323568000000
1764,"Herbert Allen, Jr. & family",84,United States,Investment banking,['Finance & Investments'],,1800.0,M,-941241600000
1764,Chirayu Amin,77,India,Pharmaceuticals,['Healthcare'],,1800.0,M,-728265600000
1764,Roberto Angelini Rossi,75,Chile,"Forestry, mining",['Diversified'],,1800.0,M,-676080000000
1764,Giovanni Arvedi,86,Italy,Steel,['Metals & Mining'],,1800.0,M,-1020729600000
1764,Clifford Asness,57,United States,Money management,['Finance & Investments'],,1800.0,M,-101260800000
1764,Lesley Bamberger,58,Netherlands,Real estate,['Real Estate'],,1800.0,M,-144547200000
1764,Bang Si-hyuk,51,South Korea,Entertainment,['Media & Entertainment'],,1800.0,M,82166400000
1764,Sabrina Benetton,50,Italy,"Fashion retail, investments",['Fashion & Retail'],,1800.0,F,118540800000
1764,O. Francis Biondi,59,United States,Hedge funds,['Finance & Investments'],,1800.0,M,-173404800000
1764,Jim Breyer,62,United States,Venture capital,['Finance & Investments'],Investor,1800.0,M,-266198400000
1764,Binod Chaudhary,68,Nepal,Diversified,['Diversified'],,1800.0,M,-464486400000
1764,Manas Chiaravanond,68,Thailand,Diversified,['Diversified'],,1800.0,M,-437443200000
1764,Phongthep Chiaravanont,72,Thailand,Diversified,['Diversified'],,1800.0,M,-568080000000
1764,Prathip Chiravanond,75,Thailand,Diversified,['Diversified'],,1800.0,M,-668908800000
1764,Alberto Coppel Luken,72,Mexico,Diversified,['Fashion & Retail'],,1800.0,M,-568771200000
1764,José Coppel Luken,65,Mexico,Diversified,['Fashion & Retail'],,1800.0,M,-347155200000
1764,John de Mol,69,Netherlands,TV programs,['Media & Entertainment'],,1800.0,M,-466300800000
1764,Mohammed Dewji,48,Tanzania,Diversified,['Diversified'],,1800.0,M,168739200000
1764,Marek Dospiva,54,Czech Republic,Investments,['Finance & Investments'],,1800.0,M,-14428800000
1764,Fritz Draexlmaier,,Germany,Auto parts,['Automotive'],,1800.0,M,
1764,Vladimir Fartushnyak,62,Switzerland,retail,['Fashion & Retail'],,1800.0,M,-249782400000
1764,"William Foley, II.",79,United States,Financial services,['Finance & Investments'],,1800.0,M,-789177600000
1764,James France,79,United States,"Nascar, racing",['Sports'],,1800.0,M,-794880000000
1764,Phillip Frost,87,United States,Pharmaceuticals,['Healthcare'],,1800.0,M,-1045785600000
1764,Mario Gabelli,82,United States,Money management,['Finance & Investments'],,1800.0,M,-875923200000
1764,Irving Grousbeck & family,89,United States,"Telecommunication, sports",['Sports'],,1800.0,M,-1118793600000
1764,Rajinder Gupta,65,India,"Textiles, paper",['Manufacturing'],,1800.0,M,-347068800000
1764,Jaroslav Hascak & family,54,Slovakia,Investments,['Finance & Investments'],,1800.0,M,-10713600000
1764,Christoph Henkel,66,United Kingdom,Consumer goods,['Fashion & Retail'],,1800.0,M,-375148800000
1764,Ilona Herlin,59,Finland,"Elevators, escalators",['Manufacturing'],,1800.0,F,-157766400000
1764,Brian Higgins,59,United States,Hedge funds,['Finance & Investments'],Investor,1800.0,M,-154483200000
